name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Iron Boulder,Pokémon,"Basic,Future",140,Psychic,,,"[Psychic,Colorless] Adjusted Horn 170 — If you don't have the same number of cards in your hand as your opponent, this attack does nothing.",Darkness ×2,Fighting -30,3,SCR,Stellar Crown,71,Rare,H,
Iron Boulder,Pokémon,"Basic,Future",140,Psychic,,,"[Psychic,Colorless] Adjusted Horn 170 — If you don't have the same number of cards in your hand as your opponent, this attack does nothing.",Darkness ×2,Fighting -30,3,PRE,Prismatic Evolutions,46,Rare,H,
Iron Boulder ex,Pokémon,"Basic,ex,Future",240,Fighting,,,"[Fighting,Colorless] Repulsor Axe 60 — During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon. | [Fighting,Fighting,Colorless] Power Stomp 200 — Discard 2 Energy from this Pokémon.",Grass ×2,,3,TEF,Temporal Forces,99,Double Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Boulder ex,Pokémon,"Basic,ex,Future",240,Fighting,,,"[Fighting,Colorless] Repulsor Axe 60 — During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon. | [Fighting,Fighting,Colorless] Power Stomp 200 — Discard 2 Energy from this Pokémon.",Grass ×2,,3,TEF,Temporal Forces,192,Ultra Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Boulder ex,Pokémon,"Basic,ex,Future",240,Fighting,,,"[Fighting,Colorless] Repulsor Axe 60 — During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon. | [Fighting,Fighting,Colorless] Power Stomp 200 — Discard 2 Energy from this Pokémon.",Grass ×2,,3,TEF,Temporal Forces,207,Special Illustration Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Boulder ex,Pokémon,"Basic,ex,Future",240,Fighting,,,"[Fighting,Colorless] Repulsor Axe 60 — During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon. | [Fighting,Fighting,Colorless] Power Stomp 200 — Discard 2 Energy from this Pokémon.",Grass ×2,,3,TEF,Temporal Forces,217,Hyper Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Boulder ex,Pokémon,"Basic,ex,Future",240,Fighting,,,"[Fighting,Colorless] Repulsor Axe 60 — During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon. | [Fighting,Fighting,Colorless] Power Stomp 200 — Discard 2 Energy from this Pokémon.",Grass ×2,,3,PR-SV,Scarlet & Violet Black Star Promos,147,Promo,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Bundle,Pokémon,"Basic,Future",100,Water,,"[Ability] Hyper Blower: Once during your turn, if this Pokémon is on your Bench, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, discard this Pokémon and all attached cards.","[Water,Colorless,Colorless] Refrigerated Stream 80 — If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.",Lightning ×2,,1,PAR,Paradox Rift,56,Uncommon,G,
Iron Bundle,Pokémon,"Basic,Future",90,Water,,,"[Water,Colorless] Interjet 60 — Switch this Pokémon with 1 of your Benched Pokémon. If you do, switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)",Lightning ×2,,1,TWM,Twilight Masquerade,62,Uncommon,H,
Iron Bundle,Pokémon,"Basic,Future",100,Water,,,"[Water,Water,Colorless] Gusting Collision 200- — This attack does 50 less damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.",Lightning ×2,,1,SSP,Surging Sparks,55,Uncommon,H,
Iron Bundle,Pokémon,"Basic,Future",100,Water,,"[Ability] Hyper Blower: Once during your turn, if this Pokémon is on your Bench, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, discard this Pokémon and all attached cards.","[Water,Colorless,Colorless] Refrigerated Stream 80 — If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.",Lightning ×2,,1,PR-SV,Scarlet & Violet Black Star Promos,58,Promo,G,
Iron Bundle,Pokémon,"Basic,Future",100,Water,,"[Ability] Hyper Blower: Once during your turn, if this Pokémon is on your Bench, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, discard this Pokémon and all attached cards.","[Water,Colorless,Colorless] Refrigerated Stream 80 — If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.",Lightning ×2,,1,PR-SV,Scarlet & Violet Black Star Promos,66,Promo,G,
Iron Crown,Pokémon,"Basic,Future",130,Metal,,,"[Metal,Colorless] Deleting Slash 40+ — If your opponent has 3 or more Benched Pokémon, this attack does 80 more damage. | [Metal,Colorless,Colorless] Slicing Blade 100",Fire ×2,Grass -30,2,SSP,Surging Sparks,132,Rare,H,
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,TEF,Temporal Forces,81,Double Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,TEF,Temporal Forces,191,Ultra Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,TEF,Temporal Forces,206,Special Illustration Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,TEF,Temporal Forces,216,Hyper Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,PRE,Prismatic Evolutions,158,Special Illustration Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Crown ex,Pokémon,"Basic,ex,Future",220,Psychic,,"[Ability] Cobalt Command: Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).","[Psychic,Colorless,Colorless] Twin Shotels — This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.",Darkness ×2,Fighting -30,2,PR-SV,Scarlet & Violet Black Star Promos,146,Promo,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Hands,Pokémon,"Basic,Future",140,Lightning,,,"[Lightning,Colorless] Volt Wave 30 — Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. | [Lightning,Lightning,Colorless] Superalloy Hands 80+ — If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 80 more damage.",Fighting ×2,,3,TEF,Temporal Forces,61,Uncommon,H,
Iron Hands ex,Pokémon,"Basic,ex,Future",230,Lightning,,,"[Lightning,Lightning,Colorless] Arm Press 160 | [Lightning,Colorless,Colorless,Colorless] Amp You Very Much 120 — If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",Fighting ×2,,4,PAR,Paradox Rift,70,Double Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Hands ex,Pokémon,"Basic,ex,Future",230,Lightning,,,"[Lightning,Lightning,Colorless] Arm Press 160 | [Lightning,Colorless,Colorless,Colorless] Amp You Very Much 120 — If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",Fighting ×2,,4,PAR,Paradox Rift,223,Ultra Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Hands ex,Pokémon,"Basic,ex,Future",230,Lightning,,,"[Lightning,Lightning,Colorless] Arm Press 160 | [Lightning,Colorless,Colorless,Colorless] Amp You Very Much 120 — If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",Fighting ×2,,4,PAR,Paradox Rift,248,Special Illustration Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Hands ex,Pokémon,"Basic,ex,Future",230,Lightning,,,"[Lightning,Lightning,Colorless] Arm Press 160 | [Lightning,Colorless,Colorless,Colorless] Amp You Very Much 120 — If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",Fighting ×2,,4,PRE,Prismatic Evolutions,31,Double Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Hands ex,Pokémon,"Basic,ex,Future",230,Lightning,,,"[Lightning,Lightning,Colorless] Arm Press 160 | [Lightning,Colorless,Colorless,Colorless] Amp You Very Much 120 — If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",Fighting ×2,,4,PRE,Prismatic Evolutions,154,Special Illustration Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Jugulis,Pokémon,"Basic,Future",130,Colorless,,,"[Colorless,Colorless,Colorless] Homing Headbutt — This attack does 50 damage to 3 of your opponent's Pokémon that have any damage counters on them. (Don't apply Weakness and Resistance for Benched Pokémon.) | [Colorless,Colorless,Colorless,Colorless,Colorless] Baryon Beam 150 — If this Pokémon has a Future Booster Energy Capsule attached, this attack can be used for ColorlessColorlessColorless.",Lightning ×2,Fighting -30,2,PAR,Paradox Rift,158,Rare,G,
Iron Jugulis,Pokémon,"Basic,Future",130,Colorless,,,"[Colorless,Colorless,Colorless] Homing Headbutt — This attack does 50 damage to 3 of your opponent's Pokémon that have any damage counters on them. (Don't apply Weakness and Resistance for Benched Pokémon.) | [Colorless,Colorless,Colorless,Colorless,Colorless] Baryon Beam 150 — If this Pokémon has a Future Booster Energy Capsule attached, this attack can be used for ColorlessColorlessColorless.",Lightning ×2,Fighting -30,2,PAR,Paradox Rift,216,Illustration Rare,G,
Iron Jugulis,Pokémon,"Basic,Future",130,Colorless,,"[Ability] Automated Combat: If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if this Pokémon is Knocked Out), put 3 damage counters on the Attacking Pokémon.","[Colorless,Colorless,Colorless] Blasting Wind 110",Lightning ×2,Fighting -30,2,TEF,Temporal Forces,139,Uncommon,H,
Iron Leaves,Pokémon,"Basic,Future",120,Grass,,,"[Grass] Recovery Net — Put up to 2 Pokémon from your discard pile into your hand. | [Grass,Colorless,Colorless] Avenging Edge 100+ — If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.",Fire ×2,,1,TWM,Twilight Masquerade,19,Rare,H,
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,TEF,Temporal Forces,25,Double Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,TEF,Temporal Forces,186,Ultra Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,TEF,Temporal Forces,203,Special Illustration Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,TEF,Temporal Forces,213,Hyper Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,PRE,Prismatic Evolutions,176,Hyper Rare,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Leaves ex,Pokémon,"Basic,ex,Future",220,Grass,,"[Ability] Rapid Vernier: When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.","[Grass,Grass,Colorless] Prism Edge 180 — During your next turn, this Pokémon can't attack.",Fire ×2,,1,PR-SV,Scarlet & Violet Black Star Promos,128,Promo,H,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Iron Moth,Pokémon,"Basic,Future",130,Fire,,"[Ability] Thermal Reactor: Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may move any amount of Fire Energy from your other Pokémon to it.","[Fire,Fire,Colorless] Heat Ray 120 — During your next turn, this Pokémon can't use Heat Ray.",Water ×2,,2,PAR,Paradox Rift,28,Rare,G,
Iron Moth,Pokémon,"Basic,Future",130,Fire,,"[Ability] Thermal Reactor: Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may move any amount of Fire Energy from your other Pokémon to it.","[Fire,Fire,Colorless] Heat Ray 120 — During your next turn, this Pokémon can't use Heat Ray.",Water ×2,,2,PAR,Paradox Rift,187,Illustration Rare,G,
Iron Moth,Pokémon,"Basic,Future",120,Fire,,,"[Colorless,Colorless] Suction 30 — Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon. | [Fire,Fire,Colorless] Anachronism Repulsor 120 — During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Ancient Pokémon.",Water ×2,,2,SFA,Shrouded Fable,9,Uncommon,H,
Iron Thorns,Pokémon,"Basic,Future",140,Lightning,,,"[Lightning,Colorless] Destructo-Press 70× — Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck. | [Lightning,Lightning,Lightning,Colorless] Megaton Lariat 140",Fighting ×2,,3,TEF,Temporal Forces,62,Rare,H,
Iron Thorns,Pokémon,"Basic,Future",140,Lightning,,,"[Lightning,Colorless] Destructo-Press 70× — Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck. | [Lightning,Lightning,Lightning,Colorless] Megaton Lariat 140",Fighting ×2,,3,PR-SV,Scarlet & Violet Black Star Promos,98,Promo,H,
