name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Zapdos,Pokémon,Basic,110,Lightning,,,"[Lightning,Colorless] Follow-Up Bolt 20+ — This attack does 10 more damage for each damage counter on your opponent's Active Pokémon. | [Lightning,Colorless,Colorless] Drill Peck 80",Lightning ×2,Fighting -30,1,PR-SV,Scarlet & Violet Black Star Promos,157,Promo,H,
Zapdos ex,Pokémon,"Basic,ex",200,Lightning,,"[Ability] Voltaic Float: If this Pokémon has any Lightning Energy attached, it has no Retreat Cost.","[Lightning,Lightning,Lightning] Multishot Lightning 120 — This attack also does 90 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lightning ×2,Fighting -30,2,MEW,151,145,Double Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zapdos ex,Pokémon,"Basic,ex",200,Lightning,,"[Ability] Voltaic Float: If this Pokémon has any Lightning Energy attached, it has no Retreat Cost.","[Lightning,Lightning,Lightning] Multishot Lightning 120 — This attack also does 90 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lightning ×2,Fighting -30,2,MEW,151,192,Ultra Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zapdos ex,Pokémon,"Basic,ex",200,Lightning,,"[Ability] Voltaic Float: If this Pokémon has any Lightning Energy attached, it has no Retreat Cost.","[Lightning,Lightning,Lightning] Multishot Lightning 120 — This attack also does 90 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lightning ×2,Fighting -30,2,MEW,151,202,Special Illustration Rare,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zapdos ex,Pokémon,"Basic,ex",200,Lightning,,"[Ability] Voltaic Float: If this Pokémon has any Lightning Energy attached, it has no Retreat Cost.","[Lightning,Lightning,Lightning] Multishot Lightning 120 — This attack also does 90 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lightning ×2,Fighting -30,2,PR-SV,Scarlet & Violet Black Star Promos,49,Promo,G,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zarude,Pokémon,Basic,120,Grass,,,"[Grass] Leaf Drain 20 — Heal 20 damage from this Pokémon. | [Grass,Grass,Colorless] Jungle Whip 80+ — You may put all Energy attached to this Pokémon into your hand to have this attack do 80 more damage.",Fire ×2,,1,SSP,Surging Sparks,11,Rare,H,
Zebstrika,Pokémon,Stage 1,120,Lightning,Blitzle,,"[Colorless] Smash Kick 30 | [Lightning,Lightning,Colorless] Electrobullet 100 — This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Fighting ×2,,1,WHT,White Flare,32,Uncommon,I,
Zebstrika,Pokémon,Stage 1,120,Lightning,Blitzle,,"[Colorless] Smash Kick 30 | [Lightning,Lightning,Colorless] Electrobullet 100 — This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Fighting ×2,,1,WHT,White Flare,115,Illustration Rare,I,
Zebstrika,Pokémon,Stage 1,120,Lightning,Blitzle,,"[Lightning] Burst of Braying — Choose Basic Lightning Energy cards from your discard pile up to the number of Prize cards your opponent has taken and attach them to your Pokémon in any way you like. | [Lightning,Colorless,Colorless] Thunder 150 — This Pokémon also does 50 damage to itself.",Fighting ×2,,1,PAR,Paradox Rift,63,Uncommon,G,
Zebstrika,Pokémon,Stage 1,130,Lightning,Blitzle,,"[Lightning] Kick 30 | [Lightning,Lightning,Colorless] Mach Bolt 120",Fighting ×2,,1,SSP,Surging Sparks,63,Common,H,
Zekrom,Pokémon,Basic,130,Lightning,,,"[Colorless] Crushing Short 20 — Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon. | [Lightning,Lightning,Colorless] Raging Thunder 130 — This attack also does 40 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Fighting ×2,,2,PAR,Paradox Rift,66,Rare,G,
Zekrom ex,Pokémon,"Basic,ex",230,Lightning,,,"[Colorless,Colorless] Slash 50 | [Lightning,Lightning,Colorless] Voltage Burst 130+ — This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.",Fighting ×2,,2,BLK,Black Bolt,34,Double Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zekrom ex,Pokémon,"Basic,ex",230,Lightning,,,"[Colorless,Colorless] Slash 50 | [Lightning,Lightning,Colorless] Voltage Burst 130+ — This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.",Fighting ×2,,2,BLK,Black Bolt,158,Ultra Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zekrom ex,Pokémon,"Basic,ex",230,Lightning,,,"[Colorless,Colorless] Slash 50 | [Lightning,Lightning,Colorless] Voltage Burst 130+ — This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.",Fighting ×2,,2,BLK,Black Bolt,166,Special Illustration Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zekrom ex,Pokémon,"Basic,ex",230,Lightning,,,"[Colorless,Colorless] Slash 50 | [Lightning,Lightning,Colorless] Voltage Burst 130+ — This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.",Fighting ×2,,2,BLK,Black Bolt,172,Black White Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Zeraora,Pokémon,Basic,100,Lightning,,,"[Colorless] Scratch 20 | [Lightning,Lightning,Lightning] Thunder Raid — Discard all Energy from this Pokémon, and this attack does 210 damage to 1 of your opponent's Benched Pokémon ex. (Don't apply Weakness and Resistance for Benched Pokémon.)",Fighting ×2,,1,DRI,Destined Rivals,78,Rare,I,
Zeraora,Pokémon,Basic,120,Lightning,,,"[Colorless] Shocking Knuckle 20 — Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. | [Lightning,Lightning,Colorless] Strong Volt 120 — Discard an Energy from this Pokémon.",Fighting ×2,,1,TEF,Temporal Forces,57,Uncommon,H,
Zeraora,Pokémon,Basic,120,Lightning,,,"[Lightning,Colorless] Combat Thunder 20+ — This attack does 20 more damage for each of your opponent's Benched Pokémon.",Fighting ×2,,1,SCR,Stellar Crown,55,Rare,H,
Zeraora,Pokémon,Basic,120,Lightning,,,"[Lightning,Colorless] Combat Thunder 20+ — This attack does 20 more damage for each of your opponent's Benched Pokémon.",Fighting ×2,,1,SCR,Stellar Crown,151,Illustration Rare,H,
Zigzagoon,Pokémon,Basic,70,Colorless,,,"[Colorless] Surprise Attack 30 — Flip a coin. If tails, this attack does nothing.",Fighting ×2,,1,PFL,Phantasmal Flames,81,Common,I,
Zigzagoon,Pokémon,Basic,70,Colorless,,,"[Colorless] Headbutt Bounce 10 | [Colorless,Colorless] Claw Slash 20",Fighting ×2,,1,OBF,Obsidian Flames,167,Common,G,
Zoroark,Pokémon,Stage 1,120,Darkness,Zorua,,"[Darkness] Mind Jack 30× — This attack does 30 damage for each of your opponent's Benched Pokémon. | [Colorless,Colorless,Colorless] Foul Play — Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.",Grass ×2,,1,WHT,White Flare,62,Rare,I,
Zoroark,Pokémon,Stage 1,120,Darkness,Zorua,,"[Darkness] Mind Jack 30× — This attack does 30 damage for each of your opponent's Benched Pokémon. | [Colorless,Colorless,Colorless] Foul Play — Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.",Grass ×2,,1,WHT,White Flare,143,Illustration Rare,I,
Zoroark,Pokémon,Stage 1,120,Darkness,Zorua,,"[Colorless,Colorless] Illusory Hijacking 60× — This attack does 60 damage for each of your opponent's Pokémon ex and Pokémon V in play. | [Darkness,Colorless,Colorless] Claw Slash 110",Grass ×2,,1,SFA,Shrouded Fable,32,Rare,H,
Zorua,Pokémon,Basic,70,Darkness,,,[Darkness] Take Down 30 — This Pokémon also does 10 damage to itself.,Grass ×2,,1,WHT,White Flare,61,Common,I,
Zorua,Pokémon,Basic,70,Darkness,,,[Darkness] Take Down 30 — This Pokémon also does 10 damage to itself.,Grass ×2,,1,WHT,White Flare,142,Illustration Rare,I,
Zorua,Pokémon,Basic,70,Darkness,,,"[Colorless] Stampede 10 | [Darkness,Colorless] Double Scratch 20× — Flip 2 coins. This attack does 20 damage for each heads.",Grass ×2,,1,SFA,Shrouded Fable,31,Common,H,
Zorua,Pokémon,Basic,70,Darkness,,,"[Colorless] Stampede 10 | [Darkness,Colorless] Double Scratch 20× — Flip 2 coins. This attack does 20 damage for each heads.",Grass ×2,,1,SFA,Shrouded Fable,75,Illustration Rare,H,
Zubat,Pokémon,Basic,40,Darkness,,"[Ability] Revealing Echo: Once during your turn, if this Pokémon is in the Active Spot, you may have your opponent reveal their hand.",[Colorless] Bite 10,Lightning ×2,Fighting -30,1,MEW,151,41,Common,G,
Zubat,Pokémon,Basic,50,Darkness,,,"[Darkness] Supersonic — Flip a coin. If heads, your opponent's Active Pokémon is now Confused. | [Colorless,Colorless] Razor Wing 20",Lightning ×2,Fighting -30,1,PAR,Paradox Rift,110,Common,G,
Zubat,Pokémon,Basic,50,Darkness,,,"[Darkness] Lead — Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck. | [Darkness] Darkness Fang 10",Lightning ×2,Fighting -30,1,SFA,Shrouded Fable,27,Common,H,
Zweilous,Pokémon,Stage 1,110,Darkness,Deino,,"[Colorless,Colorless] Double Hit 40× — Flip 2 coins. This attack does 40 damage for each heads. | [Darkness,Darkness,Colorless,Colorless] Pitch-Black Fangs 100",Grass ×2,,3,WHT,White Flare,66,Common,I,
Zweilous,Pokémon,Stage 1,110,Darkness,Deino,,"[Colorless,Colorless] Double Hit 40× — Flip 2 coins. This attack does 40 damage for each heads. | [Darkness,Darkness,Colorless,Colorless] Pitch-Black Fangs 100",Grass ×2,,3,WHT,White Flare,147,Illustration Rare,I,
Zweilous,Pokémon,Stage 1,100,Darkness,Deino,,"[Colorless] Find a Friend — Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck. | [Darkness,Darkness,Colorless] Headbutt Bounce 80",Grass ×2,,2,PAL,Paldea Evolved,139,Uncommon,G,
Zweilous,Pokémon,Stage 1,100,Darkness,Deino,,"[Darkness] Stomp Off — Discard the top 2 cards of your opponent's deck. | [Darkness,Colorless,Colorless] Darkness Fang 60",Grass ×2,,2,SSP,Surging Sparks,118,Common,H,
