name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Rika,Trainer,Supporter,,,,,,,,0,PAR,Paradox Rift,241,Ultra Rare,G,Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards and put them on the bottom of your deck. | You may play only 1 Supporter card during your turn.
Rika,Trainer,Supporter,,,,,,,,0,PAR,Paradox Rift,258,Special Illustration Rare,G,Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards and put them on the bottom of your deck. | You may play only 1 Supporter card during your turn.
Risky Ruins,Trainer,Stadium,,,,,,,,0,MEG,Mega Evolution,127,Uncommon,I,"Whenever any player puts a Basic non-Darkness Pokémon onto their Bench during their turn, place 2 damage counters on that Pokémon. | You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played."
Roark,Trainer,Supporter,,,,,,,,0,PAR,Paradox Rift,173,Uncommon,G,Draw 2 cards. Put a Basic Energy card from your discard pile into your hand. | You may play only 1 Supporter card during your turn.
Roark,Trainer,Supporter,,,,,,,,0,PAR,Paradox Rift,242,Ultra Rare,G,Draw 2 cards. Put a Basic Energy card from your discard pile into your hand. | You may play only 1 Supporter card during your turn.
Rock Chestplate,Trainer,Pokémon Tool,,,,,,,,0,SVI,Scarlet & Violet,192,Uncommon,G,The Fighting Pokémon this card is attached to takes 30 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance). | Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.
Rocky Helmet,Trainer,Pokémon Tool,,,,,,,,0,SVI,Scarlet & Violet,193,Uncommon,G,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if it is Knocked Out), put 2 damage counters on the Attacking Pokémon. | Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."
Roto-Stick,Trainer,Item,,,,,,,,0,PRE,Prismatic Evolutions,127,Common,H,Look at the top 4 cards of your deck. You may reveal any number of Supporter cards you find there and put them into your hand. Shuffle the other cards back into your deck. | You may play any number of Item cards during your turn.
Ruffian,Trainer,Supporter,,,,,,,,0,JTG,Journey Together,157,Uncommon,I,Discard a Pokémon Tool and a Special Energy from 1 of your opponent's Pokémon. | You may play only 1 Supporter card during your turn.
Ruffian,Trainer,Supporter,,,,,,,,0,JTG,Journey Together,181,Ultra Rare,I,Discard a Pokémon Tool and a Special Energy from 1 of your opponent's Pokémon. | You may play only 1 Supporter card during your turn.
Ryme,Trainer,Supporter,,,,,,,,0,OBF,Obsidian Flames,194,Common,G,Draw 3 cards. Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) | You may play only 1 Supporter card during your turn.
Ryme,Trainer,Supporter,,,,,,,,0,OBF,Obsidian Flames,221,Ultra Rare,G,Draw 3 cards. Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) | You may play only 1 Supporter card during your turn.
