name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Sparkling Crystal,Trainer,"Pokémon Tool,ACE SPEC",,,,,,,,0,SCR,Stellar Crown,142,ACE SPEC Rare,H,"You can't have more than 1 ACE SPEC card in your deck. | When the Tera Pokémon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.) | You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."
Sparkling Crystal,Trainer,"Pokémon Tool,ACE SPEC",,,,,,,,0,PRE,Prismatic Evolutions,129,ACE SPEC Rare,H,"You can't have more than 1 ACE SPEC card in your deck. | When the Tera Pokémon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.) | You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."
Spikemuth Gym,Trainer,Stadium,,,,,,,,0,DRI,Destined Rivals,169,Uncommon,I,"Once during each player's turn, that player may search their deck for a Marnie's Pokémon, reveal it, and put it into their hand. Then, that player shuffles their deck. | You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played."
Strange Timepiece,Trainer,Item,,,,,,,,0,MEG,Mega Evolution,128,Uncommon,I,Devolve 1 of your evolved Psychic Pokémon by putting any number of Evolution cards on it into your hand. (That Pokémon can't evolve this turn.) | You may play any number of Item cards during your turn.
Super Potion,Trainer,Item,,,,,,,,0,JTG,Journey Together,158,Uncommon,I,"Heal 60 damage from 1 of your Pokémon. If you healed any damage in this way, discard an Energy from that Pokémon. | You may play any number of Item cards during your turn."
Super Rod,Trainer,Item,,,,,,,,0,PAL,Paldea Evolved,188,Common,G,Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck. | You may play any number of Item cards during your turn.
Super Rod,Trainer,Item,,,,,,,,0,PAL,Paldea Evolved,276,Hyper Rare,G,Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck. | You may play any number of Item cards during your turn.
Superior Energy Retrieval,Trainer,Item,,,,,,,,0,PAL,Paldea Evolved,189,Uncommon,G,You can use this card only if you discard 2 other cards from your hand.Put up to 4 Basic Energy cards from your discard pile into your hand. (You can't choose a card you discarded with the effect of this card.) | You may play any number of Item cards during your turn.
Superior Energy Retrieval,Trainer,Item,,,,,,,,0,PAL,Paldea Evolved,277,Hyper Rare,G,You can use this card only if you discard 2 other cards from your hand.Put up to 4 Basic Energy cards from your discard pile into your hand. (You can't choose a card you discarded with the effect of this card.) | You may play any number of Item cards during your turn.
Surfer,Trainer,Supporter,,,,,,,,0,ASC,Ascended Heroes,200,Common,H,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand. | You may play only 1 Supporter card during your turn."
Surfer,Trainer,Supporter,,,,,,,,0,ASC,Ascended Heroes,293,Special Illustration Rare,H,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand. | You may play only 1 Supporter card during your turn."
Surfer,Trainer,Supporter,,,,,,,,0,SSP,Surging Sparks,187,Uncommon,H,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand. | You may play only 1 Supporter card during your turn."
Surfer,Trainer,Supporter,,,,,,,,0,SSP,Surging Sparks,235,Ultra Rare,H,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand. | You may play only 1 Supporter card during your turn."
Surfing Beach,Trainer,Stadium,,,,,,,,0,MEG,Mega Evolution,129,Uncommon,I,"Once during each player's turn, that player may switch their Active Water Pokémon with 1 of their Benched Water Pokémon. | You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played."
Survival Brace,Trainer,"Pokémon Tool,ACE SPEC",,,,,,,,0,TWM,Twilight Masquerade,164,ACE SPEC Rare,H,"You can't have more than 1 ACE SPEC card in your deck. | If the Pokémon this card is attached to has full HP and would be Knocked Out by damage from an attack from your opponent's Pokémon, it is not Knocked Out, and its remaining HP becomes 10. Then, discard this card. | You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached. | Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached. | ACE SPEC: You can't have more than 1 ACE SPEC card in your deck."
Switch,Trainer,Item,,,,,,,,0,MEG,Mega Evolution,130,Common,I,Switch your Active Pokémon with 1 of your Benched Pokémon. | You may play any number of Item cards during your turn.
Switch,Trainer,Item,,,,,,,,0,PFL,Phantasmal Flames,123,Ultra Rare,I,Switch your Active Pokémon with 1 of your Benched Pokémon. | You may play any number of Item cards during your turn.
Switch,Trainer,Item,,,,,,,,0,SVI,Scarlet & Violet,194,Common,G,Switch your Active Pokémon with 1 of your Benched Pokémon. | You may play any number of Item cards during your turn.
Switch,Trainer,Item,,,,,,,,0,MEW,151,206,Hyper Rare,G,Switch your Active Pokémon with 1 of your Benched Pokémon. | You may play any number of Item cards during your turn.
